typeName,makeID,ID,makeName,Name,typeID
Tractor,ABG,1,ABG (Allg Baumasch Gesellsch),Alexander 124,Tractors
Tractor,ABG,2,ABG (Allg Baumasch Gesellsch),Alexander 126,Tractors
Tractor,ABG,3,ABG (Allg Baumasch Gesellsch),Alexander 126H,Tractors
Tractor,ABG,4,ABG (Allg Baumasch Gesellsch),Alexander 128,Tractors
Tractor,ABG,5,ABG (Allg Baumasch Gesellsch),Alexander 128G,Tractors
Tractor,ABG,6,ABG (Allg Baumasch Gesellsch),AW 165,Tractors
Tractor,ABG,7,ABG (Allg Baumasch Gesellsch),BV 590,Tractors
Tractor,ABG,8,ABG (Allg Baumasch Gesellsch),Jumbo 140,Tractors
Tractor,ABG,9,ABG (Allg Baumasch Gesellsch),MAW 172,Tractors
Tractor,ABG,10,ABG (Allg Baumasch Gesellsch),MAW 172S,Tractors
Tractor,ABG,11,ABG (Allg Baumasch Gesellsch),MAW 173,Tractors
Tractor,ABG,12,ABG (Allg Baumasch Gesellsch),MAW 173S,Tractors
Tractor,ABG,13,ABG (Allg Baumasch Gesellsch),MICKEY_123,Tractors
Tractor,ABG,14,ABG (Allg Baumasch Gesellsch),NG,Tractors
Tractor,ABG,15,ABG (Allg Baumasch Gesellsch),Puma 168,Tractors
Tractor,ABG,16,ABG (Allg Baumasch Gesellsch),Puma 168A,Tractors
Tractor,ABG,17,ABG (Allg Baumasch Gesellsch),Puma 177,Tractors
Tractor,ABG,18,ABG (Allg Baumasch Gesellsch),Puma 177V,Tractors
Tractor,ABG,19,ABG (Allg Baumasch Gesellsch),Puma 177VS,Tractors
Tractor,ABG,20,ABG (Allg Baumasch Gesellsch),Puma 178,Tractors
Tractor,ABG,21,ABG (Allg Baumasch Gesellsch),SAW 186,Tractors
Tractor,ABG,22,ABG (Allg Baumasch Gesellsch),SF 213,Tractors
Tractor,ABG,23,ABG (Allg Baumasch Gesellsch),Titan 211,Tractors
Tractor,ABG,24,ABG (Allg Baumasch Gesellsch),Titan 300,Tractors
Tractor,ABG,25,ABG (Allg Baumasch Gesellsch),Titan 360,Tractors
Tractor,ABG,26,ABG (Allg Baumasch Gesellsch),TITAN_350S,Tractors
Tractor,ABG,27,ABG (Allg Baumasch Gesellsch),TITAN_410S,Tractors
Tractor,ABG,28,ABG (Allg Baumasch Gesellsch),VAS 512,Tractors
Tractor,ABG,29,ABG (Allg Baumasch Gesellsch),WZ 172,Tractors
Tractor,ABG,30,ABG (Allg Baumasch Gesellsch),WZ 172S,Tractors
Truck,44,561,AM General,Hummer,6
Boat,ACADIA,31,Acadia,Various Models,BOAT
Car,58,32,Acura,CL,5
Car,58,33,Acura,CSX,5
Car,58,34,Acura,EL,5
Car,58,35,Acura,ILX,5
Car,58,36,Acura,Integra,5
Car,58,37,Acura,Legend,5
Car,58,39,Acura,NSX,5
Car,58,41,Acura,RL,5
Car,58,42,Acura,RSX,5
Car,58,44,Acura,TL,5
Car,58,45,Acura,TSX,5
Car,58,46,Acura,Vigor,5
Truck,58,38,Acura,MDX,6
Truck,58,40,Acura,RDX,6
Truck,58,43,Acura,SLX,6
Truck,58,47,Acura,ZDX,6
Grader,ADAMS,48,Adams Division,201,Graders
Grader,ADAMS,51,Adams Division,305,Graders
Grader,ADAMS,52,Adams Division,311,Graders
Grader,ADAMS,53,Adams Division,330,Graders
Grader,ADAMS,54,Adams Division,402,Graders
Grader,ADAMS,55,Adams Division,440,Graders
Grader,ADAMS,56,Adams Division,501,Graders
Grader,ADAMS,57,Adams Division,550,Graders
Grader,ADAMS,58,Adams Division,666,Graders
Grader,ADAMS,59,Adams Division,777,Graders
Loader,ADAMS,50,Adams Division,30,Loaders
Motor Grader,ADAMS,49,Adams Division,220,Motor Grad
Snowblower,ADAMS,60,Adams Division,B70,33
Boat,AERO,61,Aero,Various Models,BOAT
Boat,AEROCEANIC,62,Aeroceanic,Various Models,BOAT
Various Equipment,AFRON,63,Afron,PA-300,Various Eq
Various Equipment,AFRON,64,Afron,PA-350,Various Eq
Various Equipment,AFRON,65,Afron,SA-350,Various Eq
Various Equipment,AFRON,66,Afron,SA-500,Various Eq
Various Equipment,AFRON,67,Afron,TAL,Various Eq
Sprayer,835,68,Ag-Chem,6103 TERRAGATOR,17
Tractor,643,72,Agco Allis,4650,Tractors
Tractor,643,73,Agco Allis,4660,Tractors
Tractor,643,74,Agco Allis,5650,Tractors
Tractor,643,75,Agco Allis,5660,Tractors
Tractor,643,76,Agco Allis,5670,Tractors
Tractor,643,77,Agco Allis,5680,Tractors
Tractor,643,78,Agco Allis,6670,Tractors
Tractor,643,79,Agco Allis,6680,Tractors
Tractor,643,80,Agco Allis,6690,Tractors
Tractor,643,81,Agco Allis,7600,Tractors
Tractor,643,82,Agco Allis,7630,Tractors
Tractor,643,83,Agco Allis,7650,Tractors
Tractor,643,84,Agco Allis,8360,Tractors
Tractor,643,85,Agco Allis,8425,Tractors
Tractor,643,86,Agco Allis,8610,Tractors
Tractor,643,87,Agco Allis,8630,Tractors
Tractor,643,88,Agco Allis,8745,Tractors
Tractor,643,89,Agco Allis,8765,Tractors
Tractor,643,90,Agco Allis,8775,Tractors
Tractor,643,91,Agco Allis,8785,Tractors
Tractor,643,92,Agco Allis,9130,Tractors
Tractor,643,93,Agco Allis,9150,Tractors
Tractor,643,94,Agco Allis,9170,Tractors
Tractor,643,95,Agco Allis,9190,Tractors
Tractor,643,96,Agco Allis,9435,Tractors
Tractor,643,97,Agco Allis,9455,Tractors
Tractor,643,98,Agco Allis,9630,Tractors
Tractor,643,99,Agco Allis,9635,Tractors
Tractor,643,100,Agco Allis,9650,Tractors
Tractor,643,101,Agco Allis,9655,Tractors
Tractor,643,102,Agco Allis,9670,Tractors
Tractor,643,103,Agco Allis,9675,Tractors
Tractor,643,104,Agco Allis,9690,Tractors
Tractor,643,105,Agco Allis,9695,Tractors
Tractor,643,106,Agco Allis,9735,Tractors
Tractor,643,107,Agco Allis,9745,Tractors
Tractor,643,108,Agco Allis,9755,Tractors
Tractor,643,109,Agco Allis,9765,Tractors
Tractor,643,110,Agco Allis,9775,Tractors
Tractor,643,111,Agco Allis,9785,Tractors
Tractor,643,112,Agco Allis,9815,Tractors
Combine,AGCO GLEAN,113,Agco Gleaner,C62,16
Combine,AGCO GLEAN,114,Agco Gleaner,F3,16
Combine,AGCO GLEAN,115,Agco Gleaner,L3,16
Combine,AGCO GLEAN,116,Agco Gleaner,M3,16
Combine,AGCO GLEAN,117,Agco Gleaner,N5,16
Combine,AGCO GLEAN,118,Agco Gleaner,N6,16
Combine,AGCO GLEAN,119,Agco Gleaner,N7,16
Combine,AGCO GLEAN,120,Agco Gleaner,R40,16
Combine,AGCO GLEAN,121,Agco Gleaner,R42,16
Combine,AGCO GLEAN,122,Agco Gleaner,R5,16
Combine,AGCO GLEAN,123,Agco Gleaner,R50,16
Combine,AGCO GLEAN,124,Agco Gleaner,R52,16
Combine,AGCO GLEAN,125,Agco Gleaner,R6,16
Combine,AGCO GLEAN,126,Agco Gleaner,R60,16
Combine,AGCO GLEAN,127,Agco Gleaner,R62,16
Combine,AGCO GLEAN,128,Agco Gleaner,R65,16
Combine,AGCO GLEAN,129,Agco Gleaner,R7,16
Combine,AGCO GLEAN,130,Agco Gleaner,R70,16
Combine,AGCO GLEAN,131,Agco Gleaner,R72,16
Combine,AGCO GLEAN,132,Agco Gleaner,R75,16
Sprayer,AGCO SPRA,133,Agco Spra Coupe,3440,17
Sprayer,AGCO SPRA,134,Agco Spra Coupe,3640,17
Sprayer,AGCO SPRA,135,Agco Spra Coupe,4440,17
Sprayer,AGCO SPRA,136,Agco Spra Coupe,4640,17
Tractor,AGCO STAR,137,Agco Star,1000 McConell-Marc,Tractors
Tractor,AGCO STAR,138,Agco Star,8360,Tractors
Tractor,AGCO STAR,139,Agco Star,8425,Tractors
Tractor,AGCO STAR,140,Agco Star,900 McConell-Marc,Tractors
Tractor,AGCO WHITE,141,Agco White,6045,Tractors
Tractor,AGCO WHITE,142,Agco White,6065,Tractors
Tractor,AGCO WHITE,143,Agco White,6085,Tractors
Tractor,AGCO WHITE,144,Agco White,6105,Tractors
Tractor,AGCO WHITE,145,Agco White,6124,Tractors
Tractor,AGCO WHITE,146,Agco White,6125,Tractors
Tractor,AGCO WHITE,147,Agco White,6144,Tractors
Tractor,AGCO WHITE,148,Agco White,6145,Tractors
Tractor,AGCO WHITE,149,Agco White,6175,Tractors
Tractor,AGCO WHITE,150,Agco White,6195,Tractors
Tractor,AGCO WHITE,151,Agco White,6215,Tractors
Tractor,AGCO WHITE,152,Agco White,6410,Tractors
Tractor,AGCO WHITE,153,Agco White,6510,Tractors
Tractor,AGCO WHITE,154,Agco White,6710,Tractors
Tractor,AGCO WHITE,155,Agco White,6810,Tractors
Tractor,AGCO WHITE,156,Agco White,8310,Tractors
Tractor,AGCO WHITE,157,Agco White,8410,Tractors
Tractor,AGCO WHITE,158,Agco White,8510,Tractors
Tractor,AGCO WHITE,159,Agco White,8610,Tractors
Tractor,AGCO WHITE,160,Agco White,8710,Tractors
Tractor,AGCO WHITE,161,Agco White,8810,Tractors
Agricultural Tractor,836,69,Agco,AGCO 5650,14
Agricultural Tractor,836,70,Agco,AGCO 5660,14
Tractor,836,71,Agco,ST45,Tractors
Engine - Marine,AIFO,162,Aifo,8031,Engines-Ma
Engine - Marine,AIFO,163,Aifo,8035,Engines-Ma
Engine - Marine,AIFO,164,Aifo,8035M,Engines-Ma
Engine - Marine,AIFO,165,Aifo,8041,Engines-Ma
Engine - Marine,AIFO,166,Aifo,8041M,Engines-Ma
Engine - Marine,AIFO,167,Aifo,8045,Engines-Ma
Engine - Marine,AIFO,168,Aifo,8060,Engines-Ma
Engine - Marine,AIFO,169,Aifo,8061,Engines-Ma
Engine - Marine,AIFO,170,Aifo,8061M,Engines-Ma
Engine - Marine,AIFO,171,Aifo,8065,Engines-Ma
Engine - Marine,AIFO,172,Aifo,8141,Engines-Ma
Engine - Marine,AIFO,173,Aifo,8210,Engines-Ma
Engine - Marine,AIFO,174,Aifo,8220,Engines-Ma
Engine - Marine,AIFO,175,Aifo,8261,Engines-Ma
Engine - Marine,AIFO,176,Aifo,8281,Engines-Ma
Engine - Marine,AIFO,177,Aifo,8360,Engines-Ma
Engine - Marine,AIFO,178,Aifo,8361,Engines-Ma
Engine - Marine,AIFO,179,Aifo,CO 31,Engines-Ma
Engine - Marine,AIFO,180,Aifo,CO Models,Engines-Ma
Engine - Marine,AIFO,182,Aifo,CP Models,Engines-Ma
Engine - Marine,AIFO,183,Aifo,M Models,Engines-Ma
Engine - Marine,AIFO,189,Aifo,MZ Models,Engines-Ma
Engines - Industrial,AIFO,181,Aifo,CP 31,Engines-In
Engines - Industrial,AIFO,184,Aifo,M32 S,Engines-In
Engines - Industrial,AIFO,185,Aifo,M32 SD,Engines-In
Engines - Industrial,AIFO,186,Aifo,M42 S,Engines-In
Engines - Industrial,AIFO,187,Aifo,M52 S,Engines-In
Engines - Industrial,AIFO,188,Aifo,M62 S,Engines-In
Engines - Industrial,AIFO,190,Aifo,MZ42 S-OM,Engines-In
Boat,ALBIN,191,Albin,AD-21,BOAT
Car,EU ALFA,211,Alfa Romeo - Europe,145,5
Car,EU ALFA,212,Alfa Romeo - Europe,146,5
Car,EU ALFA,213,Alfa Romeo - Europe,147,5
Car,EU ALFA,214,Alfa Romeo - Europe,155,5
Car,EU ALFA,215,Alfa Romeo - Europe,156,5
Car,EU ALFA,216,Alfa Romeo - Europe,159,5
Car,EU ALFA,217,Alfa Romeo - Europe,164,5
Car,EU ALFA,218,Alfa Romeo - Europe,166,5
Car,EU ALFA,219,Alfa Romeo - Europe,1750,5
Car,EU ALFA,220,Alfa Romeo - Europe,2000,5
Car,EU ALFA,221,Alfa Romeo - Europe,2000 Berlina,5
Car,EU ALFA,222,Alfa Romeo - Europe,33,5
Car,EU ALFA,223,Alfa Romeo - Europe,75,5
Car,EU ALFA,224,Alfa Romeo - Europe,90,5
Car,EU ALFA,225,Alfa Romeo - Europe,Alfasud,5
Car,EU ALFA,226,Alfa Romeo - Europe,Alfetta,5
Car,EU ALFA,227,Alfa Romeo - Europe,Arna,5
Car,EU ALFA,228,Alfa Romeo - Europe,Brera,5
Car,EU ALFA,229,Alfa Romeo - Europe,Giulia,5
Car,EU ALFA,230,Alfa Romeo - Europe,Giulietta,5
Car,EU ALFA,231,Alfa Romeo - Europe,GT,5
Car,EU ALFA,232,Alfa Romeo - Europe,GTV,5
Car,EU ALFA,233,Alfa Romeo - Europe,Mito,5
Car,EU ALFA,234,Alfa Romeo - Europe,Spider,5
Car,16,192,Alfa Romeo,164,5
Car,16,193,Alfa Romeo,2600,5
Car,16,194,Alfa Romeo,Alfetta,5
Car,16,195,Alfa Romeo,Berlina,5
Car,16,196,Alfa Romeo,Duetto 1600,5
Car,16,197,Alfa Romeo,Giulia Sprint,5
Car,16,198,Alfa Romeo,GT Veloce,5
Car,16,199,Alfa Romeo,GTA,5
Car,16,200,Alfa Romeo,GTC,5
Car,16,201,Alfa Romeo,GTV,5
Car,16,202,Alfa Romeo,GTV-6,5
Car,16,203,Alfa Romeo,GTZ,5
Car,16,204,Alfa Romeo,Milano,5
Car,16,205,Alfa Romeo,Montreal,5
Car,16,206,Alfa Romeo,Spider,5
Car,16,207,Alfa Romeo,Sport,5
Car,16,208,Alfa Romeo,Sprint,5
Car,16,209,Alfa Romeo,TZ,5
Car,16,210,Alfa Romeo,TZ 2,5
ATV,ALIEN MOTO,235,Alien Motors,Desert Rat 50,44
ATV,ALIEN MOTO,236,Alien Motors,Mohave 110,44
ATV,ALIEN MOTO,237,Alien Motors,Rockstar 150,44
Baler,ALLIS CHAL,274,Allis Chalmers,300 Series,15
Baler,ALLIS CHAL,275,Allis Chalmers,302 Series,15
Baler,ALLIS CHAL,276,Allis Chalmers,303 Series,15
Combine,ALLIS CHAL,288,Allis Chalmers,5000,16
Combine,ALLIS CHAL,351,Allis Chalmers,A / B / C,16
Combine,ALLIS CHAL,383,Allis Chalmers,All Models,16
Combine,ALLIS CHAL,417,Allis Chalmers,E,16
Combine,ALLIS CHAL,418,Allis Chalmers,E-III,16
Combine,ALLIS CHAL,420,Allis Chalmers,F,16
Combine,ALLIS CHAL,426,Allis Chalmers,F2,16
Combine,ALLIS CHAL,427,Allis Chalmers,F3,16
Combine,ALLIS CHAL,487,Allis Chalmers,K,16
Combine,ALLIS CHAL,488,Allis Chalmers,K2,16
Combine,ALLIS CHAL,489,Allis Chalmers,L,16
Combine,ALLIS CHAL,490,Allis Chalmers,L2,16
Combine,ALLIS CHAL,491,Allis Chalmers,L3,16
Combine,ALLIS CHAL,492,Allis Chalmers,M,16
Combine,ALLIS CHAL,495,Allis Chalmers,M2,16
Combine,ALLIS CHAL,497,Allis Chalmers,M3,16
Combine,ALLIS CHAL,502,Allis Chalmers,N5,16
Combine,ALLIS CHAL,503,Allis Chalmers,N6,16
Combine,ALLIS CHAL,504,Allis Chalmers,N7,16
Combine,ALLIS CHAL,513,Allis Chalmers,Super 100,16
Combine,ALLIS CHAL,514,Allis Chalmers,Super A,16
Crawler Tractor,ALLIS CHAL,458,Allis Chalmers,HD-12,Crawler Tr
Crawlers,ALLIS CHAL,310,Allis Chalmers,650,Crawlers
Crawlers,ALLIS CHAL,311,Allis Chalmers,652,Crawlers
Crawlers,ALLIS CHAL,312,Allis Chalmers,653,Crawlers
Crawlers,ALLIS CHAL,451,Allis Chalmers,H-3,Crawlers
Crawlers,ALLIS CHAL,452,Allis Chalmers,H-4,Crawlers
Crawlers,ALLIS CHAL,453,Allis Chalmers,HD-10,Crawlers
Crawlers,ALLIS CHAL,454,Allis Chalmers,HD-11,Crawlers
Crawlers,ALLIS CHAL,455,Allis Chalmers,HD-11DD,Crawlers
Crawlers,ALLIS CHAL,456,Allis Chalmers,HD-11PD,Crawlers
Crawlers,ALLIS CHAL,457,Allis Chalmers,HD-11PS,Crawlers
Crawlers,ALLIS CHAL,460,Allis Chalmers,HD-15,Crawlers
Crawlers,ALLIS CHAL,461,Allis Chalmers,HD-16,Crawlers
Crawlers,ALLIS CHAL,462,Allis Chalmers,HD-16DD,Crawlers
Crawlers,ALLIS CHAL,463,Allis Chalmers,HD-16DP,Crawlers
Crawlers,ALLIS CHAL,464,Allis Chalmers,HD-16P,Crawlers
Crawlers,ALLIS CHAL,465,Allis Chalmers,HD-16PS,Crawlers
Crawlers,ALLIS CHAL,466,Allis Chalmers,HD-19,Crawlers
Crawlers,ALLIS CHAL,467,Allis Chalmers,HD-20,Crawlers
Crawlers,ALLIS CHAL,468,Allis Chalmers,HD-21,Crawlers
Crawlers,ALLIS CHAL,469,Allis Chalmers,HD-21G,Crawlers
Crawlers,ALLIS CHAL,470,Allis Chalmers,HD-3,Crawlers
Crawlers,ALLIS CHAL,471,Allis Chalmers,HD-4,Crawlers
Crawlers,ALLIS CHAL,472,Allis Chalmers,HD-41,Crawlers
Crawlers,ALLIS CHAL,473,Allis Chalmers,HD-5,Crawlers
Crawlers,ALLIS CHAL,474,Allis Chalmers,HD-6,Crawlers
Crawlers,ALLIS CHAL,476,Allis Chalmers,HD-7,Crawlers
Crawlers,ALLIS CHAL,477,Allis Chalmers,HD-76B,Crawlers
Crawlers,ALLIS CHAL,478,Allis Chalmers,HD-7B,Crawlers
Crawlers,ALLIS CHAL,479,Allis Chalmers,HD-7G,Crawlers
Crawlers,ALLIS CHAL,481,Allis Chalmers,HD-9,Crawlers
Dozer,ALLIS CHAL,414,Allis Chalmers,D30,Dozers
Dozer,ALLIS CHAL,415,Allis Chalmers,D40,Dozers
Dozer,ALLIS CHAL,416,Allis Chalmers,D555,Dozers
Generator,ALLIS CHAL,549,Allis Chalmers,Various,Generators
Grader,ALLIS CHAL,241,Allis Chalmers,145,Graders
Grader,ALLIS CHAL,282,Allis Chalmers,45,Graders
Grader,ALLIS CHAL,381,Allis Chalmers,AD-30,Graders
Grader,ALLIS CHAL,382,Allis Chalmers,AD-40,Graders
Grader,ALLIS CHAL,395,Allis Chalmers,BD-2 Series,Graders
Grader,ALLIS CHAL,396,Allis Chalmers,BD-3 Series,Graders
Grader,ALLIS CHAL,399,Allis Chalmers,D / DD Series,Graders
Grader,ALLIS CHAL,493,Allis Chalmers,M100,Graders
Grader,ALLIS CHAL,499,Allis Chalmers,M60,Graders
Grader,ALLIS CHAL,500,Allis Chalmers,M65,Graders
Grader,ALLIS CHAL,501,Allis Chalmers,M70,Graders
Grader,ALLIS CHAL,548,Allis Chalmers,TS460,Graders
Lift Truck,ALLIS CHAL,287,Allis Chalmers,500,Lift Truck
Lift Truck,ALLIS CHAL,298,Allis Chalmers,600,Lift Truck
Lift Truck,ALLIS CHAL,316,Allis Chalmers,700,Lift Truck
Lift Truck,ALLIS CHAL,324,Allis Chalmers,705C,Lift Truck
Lift Truck,ALLIS CHAL,327,Allis Chalmers,706C,Lift Truck
Lift Truck,ALLIS CHAL,340,Allis Chalmers,766D,Lift Truck
Lift Truck,ALLIS CHAL,341,Allis Chalmers,800,Lift Truck
Lift Truck,ALLIS CHAL,352,Allis Chalmers,AC-C 20 / 25 / 30,Lift Truck
Lift Truck,ALLIS CHAL,353,Allis Chalmers,AC-C 35 / 40 / 45 / 50 / 55,Lift Truck
Lift Truck,ALLIS CHAL,354,Allis Chalmers,AC-C 60 / 70 / 80 / 100 / 120,Lift Truck
Lift Truck,ALLIS CHAL,355,Allis Chalmers,AC-C 60C / 70C / 100C,Lift Truck
Lift Truck,ALLIS CHAL,356,Allis Chalmers,AC-C 60D / 70D / 80D / 100D / 120D,Lift Truck
Lift Truck,ALLIS CHAL,357,Allis Chalmers,AC-CD 60 / 70 / 80 / 100 / 120,Lift Truck
Lift Truck,ALLIS CHAL,358,Allis Chalmers,AC-G 60 / 70 / 80 / 100 / 120,Lift Truck
Lift Truck,ALLIS CHAL,359,Allis Chalmers,AC-P 100,Lift Truck
Lift Truck,ALLIS CHAL,360,Allis Chalmers,AC-P 100D,Lift Truck
Lift Truck,ALLIS CHAL,361,Allis Chalmers,AC-P 110,Lift Truck
Lift Truck,ALLIS CHAL,362,Allis Chalmers,AC-P 110D,Lift Truck
Lift Truck,ALLIS CHAL,363,Allis Chalmers,AC-P 120,Lift Truck
Lift Truck,ALLIS CHAL,364,Allis Chalmers,AC-P 120D,Lift Truck
Lift Truck,ALLIS CHAL,365,Allis Chalmers,AC-P 130,Lift Truck
Lift Truck,ALLIS CHAL,366,Allis Chalmers,AC-P 130D,Lift Truck
Lift Truck,ALLIS CHAL,367,Allis Chalmers,AC-P 140,Lift Truck
Lift Truck,ALLIS CHAL,368,Allis Chalmers,AC-P 140D,Lift Truck
Lift Truck,ALLIS CHAL,369,Allis Chalmers,AC-P 150,Lift Truck
Lift Truck,ALLIS CHAL,370,Allis Chalmers,AC-P 150D,Lift Truck
Lift Truck,ALLIS CHAL,371,Allis Chalmers,AC-P 165 / 185 / 225,Lift Truck
Lift Truck,ALLIS CHAL,372,Allis Chalmers,AC-P 20 / 25 / 30,Lift Truck
Lift Truck,ALLIS CHAL,373,Allis Chalmers,AC-P 40 / 50,Lift Truck
Lift Truck,ALLIS CHAL,374,Allis Chalmers,AC-P 40D / 50D,Lift Truck
Lift Truck,ALLIS CHAL,375,Allis Chalmers,AC-P 60 / 70 / 80,Lift Truck
Lift Truck,ALLIS CHAL,376,Allis Chalmers,AC-P 60D / 70D / 80D,Lift Truck
Lift Truck,ALLIS CHAL,377,Allis Chalmers,AC-S 100 / 120,Lift Truck
Lift Truck,ALLIS CHAL,378,Allis Chalmers,AC-S 100D / 120D,Lift Truck
Lift Truck,ALLIS CHAL,379,Allis Chalmers,AC-S 70,Lift Truck
Lift Truck,ALLIS CHAL,380,Allis Chalmers,AC-S 70D,Lift Truck
Lift Truck,ALLIS CHAL,384,Allis Chalmers,All Models (Mitsubishi Engine),Lift Truck
Lift Truck,ALLIS CHAL,421,Allis Chalmers,F-120,Lift Truck
Lift Truck,ALLIS CHAL,422,Allis Chalmers,F-30,Lift Truck
Lift Truck,ALLIS CHAL,423,Allis Chalmers,F-40 / F-50,Lift Truck
Lift Truck,ALLIS CHAL,424,Allis Chalmers,F-60 / F-70 / F-80 / F-100,Lift Truck
Lift Truck,ALLIS CHAL,428,Allis Chalmers,FD-100 / FD-120,Lift Truck
Lift Truck,ALLIS CHAL,429,Allis Chalmers,FD-30,Lift Truck
Lift Truck,ALLIS CHAL,430,Allis Chalmers,FD-40 / FD-50,Lift Truck
Lift Truck,ALLIS CHAL,431,Allis Chalmers,FD-60 / FD-70 / FD-80,Lift Truck
Lift Truck,ALLIS CHAL,432,Allis Chalmers,FP-20 / FP-30,Lift Truck
Lift Truck,ALLIS CHAL,433,Allis Chalmers,FP-40 / FP-50,Lift Truck
Lift Truck,ALLIS CHAL,434,Allis Chalmers,FP-60 / FP-70 / FP-80,Lift Truck
Lift Truck,ALLIS CHAL,435,Allis Chalmers,FPD-100,Lift Truck
Lift Truck,ALLIS CHAL,436,Allis Chalmers,FPD-40 / FPD-50,Lift Truck
Lift Truck,ALLIS CHAL,437,Allis Chalmers,FPD-60 / FPD-70 / FPD-80,Lift Truck
Lift Truck,ALLIS CHAL,438,Allis Chalmers,FPD-60D / FPD-70D / FPD-80D,Lift Truck
Lift Truck,ALLIS CHAL,439,Allis Chalmers,FT-20 / FT-25,Lift Truck
Lift Truck,ALLIS CHAL,440,Allis Chalmers,FT-40 / FT-50,Lift Truck
Lift Truck,ALLIS CHAL,441,Allis Chalmers,FT-60 / FT-70 / FT-80 / FT-100,Lift Truck
Lift Truck,ALLIS CHAL,442,Allis Chalmers,FTB-30-15 / FTB-30-24,Lift Truck
Lift Truck,ALLIS CHAL,443,Allis Chalmers,FTD 40 / 50 / 60 / 70,Lift Truck
Lift Truck,ALLIS CHAL,444,Allis Chalmers,FTD-80 / FTD-100,Lift Truck
Lift Truck,ALLIS CHAL,445,Allis Chalmers,FTP-20,Lift Truck
Loader,ALLIS CHAL,295,Allis Chalmers,540,Loaders
Loader,ALLIS CHAL,296,Allis Chalmers,545,Loaders
Loader,ALLIS CHAL,300,Allis Chalmers,605B,Loaders
Loader,ALLIS CHAL,307,Allis Chalmers,640,Loaders
Loader,ALLIS CHAL,308,Allis Chalmers,645B,Loaders
Loader,ALLIS CHAL,325,Allis Chalmers,705D,Loaders
Loader,ALLIS CHAL,328,Allis Chalmers,706D,Loaders
Loader,ALLIS CHAL,330,Allis Chalmers,708D,Loaders
Loader,ALLIS CHAL,331,Allis Chalmers,710C,Loaders
Loader,ALLIS CHAL,332,Allis Chalmers,714B,Loaders
Loader,ALLIS CHAL,333,Allis Chalmers,714C,Loaders
Loader,ALLIS CHAL,334,Allis Chalmers,715,Loaders
Loader,ALLIS CHAL,335,Allis Chalmers,715B,Loaders
Loader,ALLIS CHAL,336,Allis Chalmers,716C,Loaders
Loader,ALLIS CHAL,337,Allis Chalmers,745 / 745H / 745L,Loaders
Loader,ALLIS CHAL,339,Allis Chalmers,766,Loaders
Loader,ALLIS CHAL,346,Allis Chalmers,816,Loaders
Loader,ALLIS CHAL,347,Allis Chalmers,840,Loaders
Loader,ALLIS CHAL,349,Allis Chalmers,940,Loaders
Loader,ALLIS CHAL,350,Allis Chalmers,945,Loaders
Loader,ALLIS CHAL,459,Allis Chalmers,HD-12G,Loaders
Loader,ALLIS CHAL,475,Allis Chalmers,HD-6G,Loaders
Loader,ALLIS CHAL,480,Allis Chalmers,HD-7GB,Loaders
Loader - Backhoe,ALLIS CHAL,240,Allis Chalmers,12G B,Loaders BH
Loader - Backhoe,ALLIS CHAL,315,Allis Chalmers,6G,Loaders BH
Loader - Backhoe,ALLIS CHAL,537,Allis Chalmers,TL745B,Loaders BH
Loader - Backhoe,ALLIS CHAL,538,Allis Chalmers,TL745H,Loaders BH
Loader - Backhoe,ALLIS CHAL,539,Allis Chalmers,TL745L,Loaders BH
Motor Grader,ALLIS CHAL,494,Allis Chalmers,M120,Motor Grad
Motor Grader,ALLIS CHAL,496,Allis Chalmers,M200,Motor Grad
Motor Grader,ALLIS CHAL,498,Allis Chalmers,M45,Motor Grad
Power Unit,ALLIS CHAL,238,Allis Chalmers,10000,Power Unit
Power Unit,ALLIS CHAL,239,Allis Chalmers,11000,Power Unit
Power Unit,ALLIS CHAL,242,Allis Chalmers,149 Industrial,Power Unit
Power Unit,ALLIS CHAL,244,Allis Chalmers,16000,Power Unit
Power Unit,ALLIS CHAL,245,Allis Chalmers,16000H,Power Unit
Power Unit,ALLIS CHAL,247,Allis Chalmers,17000,Power Unit
Power Unit,ALLIS CHAL,255,Allis Chalmers,21000,Power Unit
Power Unit,ALLIS CHAL,256,Allis Chalmers,21000H,Power Unit
Power Unit,ALLIS CHAL,259,Allis Chalmers,2200,Power Unit
Power Unit,ALLIS CHAL,260,Allis Chalmers,226 Industrial,Power Unit
Power Unit,ALLIS CHAL,262,Allis Chalmers,25000,Power Unit
Power Unit,ALLIS CHAL,270,Allis Chalmers,2800,Power Unit
Power Unit,ALLIS CHAL,271,Allis Chalmers,2800 Mark I,Power Unit
Power Unit,ALLIS CHAL,272,Allis Chalmers,2900,Power Unit
Power Unit,ALLIS CHAL,273,Allis Chalmers,2900 Mark II,Power Unit
Power Unit,ALLIS CHAL,278,Allis Chalmers,3400 / 3400 Mark II,Power Unit
Power Unit,ALLIS CHAL,279,Allis Chalmers,3500 / 3500 Mark II,Power Unit
Power Unit,ALLIS CHAL,281,Allis Chalmers,433,Power Unit
Power Unit,ALLIS CHAL,299,Allis Chalmers,6000,Power Unit
Power Unit,ALLIS CHAL,304,Allis Chalmers,6138,Power Unit
Power Unit,ALLIS CHAL,309,Allis Chalmers,649,Power Unit
