makeID,ID,makeName,Name
725,Bundlers,John Deere,Bundler
725,16,John Deere,Combine
725,27,John Deere,Commercial Mower
725,Compactors,John Deere,Compactor
725,Cotton Pic,John Deere,Cotton Picker
725,Crawlers,John Deere,Crawlers
725,Engines-Ma,John Deere,Engine - Marine
725,Engines,John Deere,Engine Medium Duty
725,Engines-In,John Deere,Engines - Industrial
725,Excavators,John Deere,Excavator
725,Feller Bun,John Deere,Feller Buncher
725,Forester,John Deere,Forester
725,Forestry S,John Deere,Forestry Swing Machine
725,Forwarder,John Deere,Forwarder
725,Graders,John Deere,Grader
725,Handlers,John Deere,Handler
725,Harvesters,John Deere,Harvester
725,28,John Deere,Lawn & Garden Tractor
725,Lift Truck,John Deere,Lift Truck
725,Loaders,John Deere,Loader
725,Loggers,John Deere,Logger
725,MowersFair,John Deere,Mower - Fairway
725,Mowers - F,John Deere,Mower - Front
725,Mowers - G,John Deere,Mower - Greens
725,Mowers - P,John Deere,Mower - Professional
725,Mowers - R,John Deere,Mower - Riding
725,MowersTrim,John Deere,Mower - Trim
725,Mowers - W,John Deere,Mower - Walk Behind
725,MowersWide,John Deere,Mower - Wide Area
725,MowersZTRK,John Deere,Mower - Z-Trak
725,19,John Deere,Other Agricultural Equipment
725,Power Unit,John Deere,Power Unit
725,Pumps,John Deere,Pump
725,31,John Deere,Rear Engine Rider Mower
725,Scrapers,John Deere,Scraper
725,SkidSteerL,John Deere,Skid Steer Loader
725,Skidders,John Deere,Skidder
725,17,John Deere,Sprayer
725,34,John Deere,Tiller
725,Tool Carri,John Deere,Tool Carrier
725,TrackLoad,John Deere,Track Loader
725,Tractors,John Deere,Tractor
725,Tractors F,John Deere,Tractor - Farm
725,Tractors I,John Deere,Tractor - Industrial
725,Tractors L,John Deere,Tractor - Lawn
725,TractorsSP,John Deere,Tractor - Specialty
725,TractorsUT,John Deere,Tractor - Utility
725,Tractor Lo,John Deere,Tractor Loader
725,50,John Deere,Utility Vehicle
725,18,John Deere,Windrower
913,Engines-Ma,Johnson,Engine - Marine
913,Tilt & Tri,Johnson,Tilt & Trim
JOY,Compressor,Joy,Compressor
JUNGHEIN,Lift Truck,Jungheinrich,Lift Truck
KHD,Engines-In,KHD,Engines - Industrial
KHD,Small Engi,KHD,Small Engine
KHD,Tractors,KHD,Tractor
KHD,Various Eq,KHD,Various Equipment
1193,46,KTM,Offroad Motorcycle
KALMAR AC,Lift Truck,Kalmar AC,Lift Truck
EU KAMAZ,HD TRUCK,Kamaz - Europe,Heavy Duty
KATOH,Loaders,Katoh,Loader
729,44,Kawasaki,ATV
729,40,Kawasaki,Motorcycle
729,46,Kawasaki,Offroad Motorcycle
729,47,Kawasaki,Personal Watercraft
729,Small Engi,Kawasaki,Small Engine
729,49,Kawasaki,Street Motorcycle
729,50,Kawasaki,Utility Vehicle
KAZUMA,44,Kazuma,ATV
KAZUMA,40,Kazuma,Motorcycle
KENO,Misc. Equi,Keno,Misc. Equipment
559,HD TRUCK,Kenworth,Heavy Duty
559,12,Kenworth,Medium Duty
559,2187,Kenworth,Medium/Heavy Truck
EU KIA,5,Kia - Europe,Car
EU KIA,6,Kia - Europe,Truck
EU KIA,7,Kia - Europe,Van
21,5,Kia,Car
21,6,Kia,Truck
21,7,Kia,Van
KOBELCO,Excavators,Kobelco,Excavator
KOBELCO,Loaders,Kobelco,Loader
KOBELCO,Loaders BH,Kobelco,Loader - Backhoe
KOHLER,Engines,Kohler,Engine Medium Duty
KOMATSU,22,Komatsu,Class 8 Dump
KOMATSU,Compressor,Komatsu,Compressor
KOMATSU,Crawler Tr,Komatsu,Crawler Tractor
KOMATSU,Crawlers,Komatsu,Crawlers
KOMATSU,Dozers,Komatsu,Dozer
KOMATSU,Excavators,Komatsu,Excavator
KOMATSU,Generators,Komatsu,Generator
KOMATSU,Lift Truck,Komatsu,Lift Truck
KOMATSU,Loaders,Komatsu,Loader
KOMATSU,Motor Grad,Komatsu,Motor Grader
KOMATSU,Payloaders,Komatsu,Payloader
KOMATSU,Rollers,Komatsu,Roller
KOMATSU,Wheel Load,Komatsu,Wheel Loader
733,27,Kubota,Commercial Mower
733,Engines-In,Kubota,Engines - Industrial
733,Excavators,Kubota,Excavator
733,Generators,Kubota,Generator
733,Haulers,Kubota,Hauler
733,28,Kubota,Lawn & Garden Tractor
733,Loaders,Kubota,Loader
733,Misc. Equi,Kubota,Misc. Equipment
733,Mowers - F,Kubota,Mower - Front
733,Mowers - T,Kubota,Mower - Turf
733,Mowers - Z,Kubota,Mower - Zero Turn
733,Tractors C,Kubota,Tractor - Compact
733,Tractors G,Kubota,Tractor - Garden
733,Tractors L,Kubota,Tractor - Lawn
733,TractorsSC,Kubota,Tractor - Sub Compact
733,TractorsUT,Kubota,Tractor - Utility
733,50,Kubota,Utility Vehicle
1194,44,Kymco,ATV
EU LTI,5,LTi (Carbodies) - Europe,Car
EU LADA,5,Lada - Europe,Car
EU LADALCV,7,Lada LCV - Europe,Van
90,5,Lada,Car
90,6,Lada,Truck
38,5,Lamborghini,Car
LAMB-AG,14,Lamborghini-Agricultural,Agricultural Tractor
LAMB-AG,Crawler Do,Lamborghini-Agricultural,Crawler Dozer
LAMB-AG,Crawler Tr,Lamborghini-Agricultural,Crawler Tractor
LANCER,Loaders,Lancer,Loader
EU LANCIA,5,Lancia - Europe,Car
8,5,Lancia,Car
EU LAND RO,6,Land Rover - Europe,Truck
11,6,Land Rover,Truck
918,14,Landini,Agricultural Tractor
918,Tractors A,Landini,Tractor - Agricultural
LATHROP,Engines-Ma,Lathrop,Engine - Marine
LAY-MOR,Graders,Lay-Mor,Grader
LE TOURNEA,Graders,Le Tourneau-Westinghouse,Grader
LE TOURNEA,Misc. Equi,Le Tourneau-Westinghouse,Misc. Equipment
LE TOURNEA,Off-Road &,Le Tourneau-Westinghouse,Off-Road & Mining Truck
LEE BOY,Misc. Equi,Lee Boy,Misc. Equipment
LEHMAN,Engines-Ma,Lehman,Engine - Marine
EU LEXUS,5,Lexus - Europe,Car
EU LEXUS,6,Lexus - Europe,Truck
75,5,Lexus,Car
75,6,Lexus,Truck
EU LEY DAF,HD TRUCK,Leyland DAF - Europe,Heavy Duty
EU LEYLAND,6,Leyland DAF Vans - Europe,Truck
EU LEYLAND,7,Leyland DAF Vans - Europe,Van
LEYLAND DA,Small Engi,Leyland DAF,Small Engine
LEYLAND NU,Tractors,Leyland Nuffield,Tractor
LEYLAND TH,Engines-Ma,Leyland Thornycroft,Engine - Marine
LIEBHERR,Bulldozers,Liebherr,Bulldozer
LIEBHERR,Engines-In,Liebherr,Engines - Industrial
LIEBHERR,Excavators,Liebherr,Excavator
LIFTMORE,Hydraulic ,Liftmore,Hydraulic Motor
LINAMAR,Engines-In,Linamar,Engines - Industrial
LINCOLN WE,Welders,Lincoln Welder,Welder
55,5,Lincoln,Car
55,6,Lincoln,Truck
LINDE,Lift Truck,Linde,Lift Truck
LINK-BELT,Excavators,Link-Belt,Excavator
LISTER-BLA,Engines-Ma,Lister-Blackstone,Engine - Marine
LISTER-PET,Engine,Lister-Petter,Engine Heavy Duty
LISTER-PET,HD TRUCK,Lister-Petter,Heavy Duty
LISTER-PET,Tractors,Lister-Petter,Tractor
LOMBARDINI,Engines-Ma,Lombardini,Engine - Marine
LONG TRACT,Tractors,Long Tractor,Tractor
EU LOTUS,5,Lotus - Europe,Car
84,5,Lotus,Car
LUCAS,Engines-Ma,Lucas,Engine - Marine
LYNX,48,Lynx,Snowmobile
EU MAN,Buses,MAN - Europe,Bus
EU MAN,HD TRUCK,MAN - Europe,Heavy Duty
MCI,Buses,MCI,Bus
64,5,MG,Car
MHT,Harvesters,MHT,Harvester
MQ,Generators,MQ,Generator
MQ,Misc. Equi,MQ,Misc. Equipment
MQ,Welders,MQ,Welder
MTE HYDRAU,HydraulicL,MTE Hydraulics,Hydraulic Lift Gate Motor
MWM DIESEL,Engines,MWM Diesel,Engine Medium Duty
921,18,Macdon,Windrower
496,HD TRUCK,Mack,Heavy Duty
MAGIRUS,HD TRUCK,Magirus-Deutz,Heavy Duty
MANDO,Engines-Ma,Mando,Engine - Marine
MANTIOU,Lift Truck,Mantiou,Lift Truck
MANTIOU,Telescopic,Mantiou,Telescopic Handler
MARINE POW,Engines-Ma,Marine Power,Engine - Marine
MARINER,Engines-Ma,Mariner,Engine - Marine
MARINER,Tilt & Tri,Mariner,Tilt & Trim
748,14,Massey Ferguson,Agricultural Tractor
748,15,Massey Ferguson,Baler
748,16,Massey Ferguson,Combine
748,Crawlers,Massey Ferguson,Crawlers
748,Excavators,Massey Ferguson,Excavator
748,Lift Truck,Massey Ferguson,Lift Truck
748,Loaders,Massey Ferguson,Loader
748,Skidders,Massey Ferguson,Skidder
748,Tractors A,Massey Ferguson,Tractor - Agricultural
748,Tractors F,Massey Ferguson,Tractor - Farm
748,Tractors I,Massey Ferguson,Tractor - Industrial
748,18,Massey Ferguson,Windrower
MAXAM,44,Maxam,ATV
62,5,Maybach,Car
EU MAZDA,5,Mazda - Europe,Car
EU MAZDA,6,Mazda - Europe,Truck
EU MAZDA,7,Mazda - Europe,Van
80,5,Mazda,Car
80,6,Mazda,Truck
80,7,Mazda,Van
MC CLOSKEY,Misc. Equi,McCloskey Brothers,Misc. Equipment
927,14,McCormick,Agricultural Tractor
750,Outboard M,McCulloch,Outboard Motor
MEDALIST,Engines-Ma,Medalist,Engine - Marine
MELROE SPR,17,Melroe Spra Coupe,Sprayer
EU MERCED,5,Mercedes - Europe,Car
EU MERCED,6,Mercedes - Europe,Truck
EU MERCED,7,Mercedes - Europe,Van
EU MERCED,Wheel Trac,Mercedes - Europe,Wheel Tractor
EU MERC HD,Buses,Mercedes Heavy Duty - Europe,Bus
EU MERC HD,HD TRUCK,Mercedes Heavy Duty - Europe,Heavy Duty
EU BENZ CV,6,Mercedes LCV - Europe,Truck
EU BENZ CV,7,Mercedes LCV - Europe,Van
63,5,Mercedes-Benz,Car
63,HD TRUCK,Mercedes-Benz,Heavy Duty
63,12,Mercedes-Benz,Medium Duty
63,6,Mercedes-Benz,Truck
63,7,Mercedes-Benz,Van
MERCRUISER,Engines-Ma,Mercruiser,Engine - Marine
MERCRUISER,Ski Engine,Mercruiser,Ski Engine
MERCRUISER,Stern Driv,Mercruiser,Stern Drive
56,5,Mercury,Car
56,Engines-Ma,Mercury,Engine - Marine
56,Tilt & Tri,Mercury,Tilt & Trim
56,6,Mercury,Truck
56,7,Mercury,Van
57,5,Merkur,Car
MEYER,Plow Motor,Meyer,Plow Motor
MICHIGAN,Loaders,Michigan,Loader
MILLER APP,17,Miller Applications Technology,Sprayer
MILLER ELE,Welders,Miller Electric,Welder
EU MINI,5,Mini - Europe,Car
32,5,Mini,Car
MINNEAPOLI,15,Minneapolis Moline,Baler
MINNEAPOLI,16,Minneapolis Moline,Combine
MINNEAPOLI,Lift Truck,Minneapolis Moline,Lift Truck
MINNEAPOLI,Power Unit,Minneapolis Moline,Power Unit
MINNEAPOLI,Tractors,Minneapolis Moline,Tractor
MINNEAPOLI,18,Minneapolis Moline,Windrower
EU MITSUB,5,Mitsubishi - Europe,Car
EU MITSUB,6,Mitsubishi - Europe,Truck
EU MITSUB,7,Mitsubishi - Europe,Van
500,HD TRUCK,Mitsubishi Fuso,Heavy Duty
500,12,Mitsubishi Fuso,Medium Duty
500,2187,Mitsubishi Fuso,Medium/Heavy Truck
EU MIT LCV,7,Mitsubishi LCV - Europe,Van
72,5,Mitsubishi,Car
72,Engines-Ma,Mitsubishi,Engine - Marine
72,Engines,Mitsubishi,Engine Medium Duty
72,Engines-In,Mitsubishi,Engines - Industrial
72,Generators,Mitsubishi,Generator
72,Lift Truck,Mitsubishi,Lift Truck
72,6,Mitsubishi,Truck
72,7,Mitsubishi,Van
MITSUI-DEU,Engines-In,Mitsui-Deutz,Engines - Industrial
MOFFET,Lift Truck,Moffet,Lift Truck
MONARCH,HydraulicL,Monarch,Hydraulic Lift Gate Motor
EU MORGAN,5,Morgan - Europe,Car
1196,40,Moto Guzzi,Motorcycle
MOTOROLA,Engines-Ma,Motorola,Engine - Marine
MOUNTAINEE,Misc. Equi,Mountaineer,Misc. Equipment
MURPHY DIE,Engines,Murphy Diesel,Engine Medium Duty
928,SkidSteerL,Mustang,Skid Steer Loader
NANNI,Engines-Ma,Nanni,Engine - Marine
932,14,New Holland,Agricultural Tractor
932,Backhoes,New Holland,Backhoe
932,15,New Holland,Baler
932,16,New Holland,Combine
932,Dozers,New Holland,Dozer
932,Excavators,New Holland,Excavator
932,Harvesters,New Holland,Harvester
932,Loaders,New Holland,Loader
932,Motor Grad,New Holland,Motor Grader
932,Mowers,New Holland,Mower
932,Mowers - F,New Holland,Mower - Front
932,Mowers - Z,New Holland,Mower - Zero Turn
932,19,New Holland,Other Agricultural Equipment
932,SkidSteerL,New Holland,Skid Steer Loader
932,17,New Holland,Sprayer
932,Telehandle,New Holland,Telehandler
932,Tractors,New Holland,Tractor
932,Tractors C,New Holland,Tractor - Compact
932,Tractors F,New Holland,Tractor - Farm
932,Tractors G,New Holland,Tractor - Garden
932,Tractors L,New Holland,Tractor - Lawn
932,TractorsUT,New Holland,Tractor - Utility
932,Tractor Lo,New Holland,Tractor Loader
932,Wheel Load,New Holland,Wheel Loader
932,18,New Holland,Windrower
933,Power Unit,New Idea,Power Unit
NIEHOFF,Engines-Ma,Niehoff,Engine - Marine
EU NISSAN,5,Nissan - Europe,Car
EU NISSAN,Lift Truck,Nissan - Europe,Lift Truck
EU NISSAN,6,Nissan - Europe,Truck
EU NISSAN,7,Nissan - Europe,Van
EU NIS LCV,6,Nissan LCV - Europe,Truck
EU NIS LCV,7,Nissan LCV - Europe,Van
67,5,Nissan,Car
67,Engines-Ma,Nissan,Engine - Marine
67,Engine,Nissan,Engine Heavy Duty
67,Engines,Nissan,Engine Medium Duty
67,Engines-In,Nissan,Engines - Industrial
67,Lift Truck,Nissan,Lift Truck
67,6,Nissan,Truck
67,7,Nissan,Van
NORTHERN L,Generators,Northern Lights,Generator
NORTHMAN,Plow Motor,Northman,Plow Motor
NOVA BUS,Buses,Nova Bus,Bus
OMC,Engines-Ma,OMC,Engine - Marine
OMC,Tilt & Tri,OMC,Tilt & Trim
51,5,Oldsmobile,Car
51,6,Oldsmobile,Truck
51,7,Oldsmobile,Van
OLIVER,15,Oliver,Baler
OLIVER,16,Oliver,Combine
OLIVER,Lift Truck,Oliver,Lift Truck
OLIVER,Loaders,Oliver,Loader
OLIVER,Power Unit,Oliver,Power Unit
OLIVER,17,Oliver,Sprayer
OLIVER,Tractors,Oliver,Tractor
OLIVER,18,Oliver,Windrower
ONAN,Engines,Onan,Engine Medium Duty
ONAN,Engines-In,Onan,Engines - Industrial
ONAN,Misc. Equi,Onan,Misc. Equipment
EU OPEL,5,Opel - Europe,Car
EU OPEL CV,6,Opel LCV - Europe,Truck
EU OPEL CV,7,Opel LCV - Europe,Van
22,5,Opel,Car
1090,Off-Road &,Oshkosh,Off-Road & Mining Truck
OWENS YACH,BOAT,Owens Yacht,Boat
PSI,Maintainer,PSI,Maintainer
PALMER,Engines-Ma,Palmer,Engine - Marine
1218,BOAT,Panther,Boat
PAVEMASTER,Rollers,Pavemaster,Roller
PENN YAN,BOAT,Penn Yan,Boat
PERKINS,Engines-Ma,Perkins,Engine - Marine
PERKINS,Engines-In,Perkins,Engines - Industrial
PERKINS,Generators,Perkins,Generator
560,HD TRUCK,Peterbilt,Heavy Duty
560,12,Peterbilt,Medium Duty
560,2187,Peterbilt,Medium/Heavy Truck
EU PEUGEOT,5,Peugeot - Europe,Car
EU PEUGEOT,7,Peugeot - Europe,Van
EU PEU LCV,5,Peugeot LCV - Europe,Car
EU PEU LCV,6,Peugeot LCV - Europe,Truck
EU PEU LCV,7,Peugeot LCV - Europe,Van
28,5,Peugeot,Car
PLEASURECR,Engines-Ma,Pleasurecraft,Engine - Marine
43,5,Plymouth,Car
43,6,Plymouth,Truck
43,7,Plymouth,Van
POCLAIN,Cranes,Poclain,Crane
POCLAIN,Excavators,Poclain,Excavator
1200,44,Polaris,ATV
1200,47,Polaris,Personal Watercraft
1200,48,Polaris,Snowmobile
1200,50,Polaris,Utility Vehicle
52,5,Pontiac,Car
52,6,Pontiac,Truck
52,7,Pontiac,Van
EU PORSCHE,5,Porsche - Europe,Car
2,5,Porsche,Car
2,6,Porsche,Truck
POYAUD,Engines-Ma,Poyaud,Engine - Marine
PRAIRIE,17,Prairie,Sprayer
PRAIRIE,18,Prairie,Windrower
PREMIER,18,Premier,Windrower
PRENTICE,Loaders,Prentice,Loader
PREVOST,Buses,Prevost,Bus
PREVOST,Medium & H,Prevost,Medium & Heavy-Duty Trucks
PRINCETON,Lift Truck,Princeton Delivery Systems,Lift Truck
PRINOTH,Misc. Equi,Prinoth,Misc. Equipment
PROCHEM,Truck Unit,Prochem,Truck Unit
EU PROTON,5,Proton - Europe,Car
PUMPTRON,Engines-Ma,Pumptron,Engine - Marine
1168,6,Ram,Truck
1168,7,Ram,Van
RAMMAX,Misc. Equi,Rammax,Misc. Equipment
RAMROD,SkidSteerL,Ramrod,Skid Steer Loader
RAMSEY,Winch Moto,Ramsey,Winch Motor
RAPTOR,17,Raptor,Sprayer
RED D ARC,Welders,Red D Arc,Welder
1231,44,Redcat Motors,ATV
EU RELIANT,5,Reliant - Europe,Car
EU RELI CV,6,Reliant LCV - Europe,Truck
REM,Misc. Equi,Rem,Misc. Equipment
EU RENAULT,5,Renault - Europe,Car
EU RENAULT,12,Renault - Europe,Medium Duty
EU RENAULT,6,Renault - Europe,Truck
RENAULT CO,Engines-Ma,Renault Couach,Engine - Marine
EU REN HD,Buses,Renault Heavy Duty - Europe,Bus
EU REN HD,HD TRUCK,Renault Heavy Duty - Europe,Heavy Duty
EU REN LCV,5,Renault LCV - Europe,Car
EU REN LCV,7,Renault LCV - Europe,Van
23,5,Renault,Car
23,20,Renault,Class 8 Truck
23,Engines-Ma,Renault,Engine - Marine
23,HD TRUCK,Renault,Heavy Duty
23,Medium & H,Renault,Medium & Heavy-Duty Trucks
23,12,Renault,Medium Duty
23,Tractors A,Renault,Tractor - Agricultural
REX,Engines-Ma,Rex,Engine - Marine
RIGMAST,Misc. Equi,Rigmaster Power Inc.,Misc. Equipment
RIGMAST,Power Unit,Rigmaster Power Inc.,Power Unit
ROGATOR,17,Rogator,Sprayer
70,5,Rolls Royce,Car
ROPER,Tractors L,Roper,Tractor - Lawn
ROTAX MARI,Engines-Ma,Rotax Marine - BRP,Engine - Marine
ROTTNE,Forwarder,Rottne Logging Equipment,Forwarder
ROTTNE,Harvesters,Rottne Logging Equipment,Harvester
EU ROV AM,5,Rover Group (Austin/Morris) - Europe,Car
EU ROV RI,6,Rover Group (Riley) - Europe,Truck
EU ROV TR,5,Rover Group (Triumph) - Europe,Car
EU ROV WO,5,Rover Group (Wolseley) - Europe,Car
EU ROVER,5,Rover Group - Europe,Car
EU ROV CV,5,Rover Group LCV - Europe,Car
EU ROV CV,6,Rover Group LCV - Europe,Truck
EU ROV CV,7,Rover Group LCV - Europe,Van
RUGGERINI,Engines-Ma,Ruggerini,Engine - Marine
RUGGERINI,Engines-In,Ruggerini,Engines - Industrial
1230,5,SRT,Car
EU SAAB,5,Saab - Europe,Car
65,5,Saab,Car
65,6,Saab,Truck
SABB,Engines-Ma,Sabb,Engine - Marine
SABO,Tractors L,Sabo,Tractor - Lawn
783,Engines-Ma,Sabre,Engine - Marine
954,Crawlers,Same,Crawlers
954,Engines,Same,Engine Medium Duty
954,Engines-In,Same,Engines - Industrial
954,Tractors,Same,Tractor
SAMSUNG,Excavators,Samsung,Excavator
SATOH,Tractors,Satoh,Tractor
53,5,Saturn,Car
53,6,Saturn,Truck
53,7,Saturn,Van
786,Mowers,Scag,Mower
EU SCAN HD,Buses,Scania Heavy Duty - Europe,Bus
EU SCAN HD,HD TRUCK,Scania Heavy Duty - Europe,Heavy Duty
SCANIA,Engines-In,Scania,Engines - Industrial
SCANIA,12,Scania,Medium Duty
SCAT TRAK,SkidSteerL,Scat Trak,Skid Steer Loader
SCHAEFF,Lift Truck,Schaeff-Namco,Lift Truck
SCHAFFER,Loaders,Schaffer,Loader
SCHLUTER,Medium & H,Schluter,Medium & Heavy-Duty Trucks
SCHRAMM,Misc. Equi,Schramm,Misc. Equipment
SCHWING,Misc. Equi,Schwing,Misc. Equipment
91,5,Scion,Car
91,7,Scion,Van
SCOTT ATWA,Outboard M,Scott Atwater,Outboard Motor
SCOTT'S,Tractors L,Scotts's,Tractor - Lawn
788,28,Scotts,Lawn & Garden Tractor
788,Tractors L,Scotts,Tractor - Lawn
SEA BEE,Outboard M,Sea Bee,Outboard Motor
SEA KING,Outboard M,Sea King,Outboard Motor
1203,47,Sea-Doo,Personal Watercraft
1203,Sportboats,Sea-Doo,Sportboat
1203,Tilt & Tri,Sea-Doo,Tilt & Trim
SEA-DRIVE,Tilt & Tri,Sea-Drive,Tilt & Trim
EU SEAT,5,Seat - Europe,Car
EU SEAT CV,7,Seat LCV - Europe,Van
615,5,Seat,Car
SEENERGIE,Engines-Ma,Seennergie,Engine - Marine
SELLICK,Lift Truck,Sellick,Lift Truck
SHIBAURA,Tractors,Shibaura,Tractor
SHUTTLEWAG,Railcar Mover,Shuttlewagon,Railcar Mover
438,5,Simca,Car
790,Tractors L,Simplicity,Tractor - Lawn
1204,48,Ski-Doo,Snowmobile
EU SKODA,5,Skoda - Europe,Car
EU SKODACV,6,Skoda LCV - Europe,Truck
EU SKODACV,7,Skoda LCV - Europe,Van
SKYJACK,Misc. Equi,Skyjack,Misc. Equipment
SLANZI,Engines,Slanzi,Engine Medium Duty
EU SMART,5,Smart (MMC) - Europe,Car
484,5,Smart,Car
SMITH,Misc. Equi,Smith,Misc. Equipment
SNO-WAY,Plow Motor,Sno-Way,Plow Motor
SNORKEL,Telescopic,Snorkel,Telescopic Handler
SOLE DIESE,Small Engi,Sole Diesel,Small Engine
793,36,Split-Fire,Other Lawn & Garden Equipment
SPRA- COUP,17,Spra-Coupe,Sprayer
SPRAY_MON,17,Spray Monster,Sprayer
SPRAY-AIR,17,Spray-Air,Sprayer
EU SSANGY,5,Ssangyong - Europe,Car
600,HD TRUCK,Star,Heavy Duty
STARRETT,Engines-Ma,Starrett,Engine - Marine
960,Tractors,Steiger,Tractor
794,Tractors,Steiner,Tractor
60,5,Sterling,Car
60,22,Sterling,Class 8 Dump
60,20,Sterling,Class 8 Truck
60,HD TRUCK,Sterling,Heavy Duty
60,12,Sterling,Medium Duty
60,2187,Sterling,Medium/Heavy Truck
1098,Engines-Ma,Stewart & Stevenson,Engine - Marine
STEYR,Engines-Ma,Steyr,Engine - Marine
STEYR,Tractors A,Steyr,Tractor - Agricultural
STONE_IND,Misc. Equi,Stone Industries,Misc. Equipment
STONE,Rollers,Stone,Roller
87,5,Studebaker,Car
EU SUBARU,5,Subaru - Europe,Car
EU SUBARU,6,Subaru - Europe,Truck
EU SUBARU,7,Subaru - Europe,Van
EU SUB LCV,5,Subaru LCV - Europe,Car
EU SUB LCV,6,Subaru LCV - Europe,Truck
SUBARU SMA,Small Engi,Subaru Small Engine,Small Engine
13,5,Subaru,Car
13,Compressor,Subaru,Compressor
13,29,Subaru,Lawn Mower
13,6,Subaru,Truck
SULLAIR,Compressor,Sullair,Compressor
SULLAIR,Generator ,Sullair,Generator Set
SUMITOMO Y,Lift Truck,Sumitomo Yale,Lift Truck
88,5,Sunbeam,Car
EU SUZUKI,5,Suzuki - Europe,Car
EU SUZUKI,6,Suzuki - Europe,Truck
EU SUZUKI,7,Suzuki - Europe,Van
1,44,Suzuki,ATV
1,5,Suzuki,Car
1,Engines-Ma,Suzuki,Engine - Marine
1,40,Suzuki,Motorcycle
1,46,Suzuki,Offroad Motorcycle
1,2189,Suzuki,Scooter
1,49,Suzuki,Street Motorcycle
1,Tilt & Tri,Suzuki,Tilt & Trim
1,6,Suzuki,Truck
SWEEPMAS,Sweepers,Sweepmaster,Sweeper
TCM EQUIPM,Lift Truck,TCM Equipment,Lift Truck
TCM EQUIPM,Misc. Equi,TCM Equipment,Misc. Equipment
EU TVR,5,TVR - Europe,Car
TADANO,Cranes,Tadano,Crane
TAKEUCHI,Excavators,Takeuchi,Excavator
TAKEUCHI,Loaders,Takeuchi,Loader
EU TALBOT,5,Talbot - Europe,Car
EU TAL LCV,5,Talbot Group LCV - Europe,Car
EU TAL LCV,7,Talbot Group LCV - Europe,Van
TANGUAY,Loaders,Tanguay,Loader
TECUMSEH,Engines-In,Tecumseh,Engines - Industrial
TELEDYNE-C,Engines,Teledyne - Continental,Engine Medium Duty
TELEDYNE-C,Engines-In,Teledyne - Continental,Engines - Industrial
TELEDYNE-W,Engines,Teledyne - Wisconsin,Engine Medium Duty
TELEDYNE-W,Engines-In,Teledyne - Wisconsin,Engines - Industrial
TELEDYNE,Engines-Ma,Teledyne,Engine - Marine
TENNANT,Sweepers,Tennant,Sweeper
TEREX,Crawlers,Terex,Crawlers
TEREX,Haulers,Terex,Hauler
TEREX,Lift Truck,Terex,Lift Truck
TEREX,Loaders,Terex,Loader
TEREX,Scrapers,Terex,Scraper
TEREX,Tractors,Terex,Tractor
TEREX,Wheel Load,Terex,Wheel Loader
TERRAMITE,Tractors,Terramite,Tractor
THERMO ELE,Engines-Ma,Thermo Electron,Engine - Marine
THERMO KIN,Generators,Thermo King,Generator
THERMO KIN,Misc. Equi,Thermo King,Misc. Equipment
THERMO KIN,Trailer Un,Thermo King,Trailer Unit
THERMO KIN,Truck Unit,Thermo King,Truck Unit
THOMAS BUI,Buses,Thomas Built Bus,Bus
THOMAS EQU,Skid Steer,Thomas Equipment,Skid Steer
TIGERCAT,Feller Bun,Tigercat,Feller Buncher
TIGERCAT,Harvesters,Tigercat,Harvester
TIMBERJACK,Feller Bun,Timberjack,Feller Buncher
TIMBERJACK,Forwarder,Timberjack,Forwarder
TIMBERJACK,Misc. Equi,Timberjack,Misc. Equipment
TIMBERJACK,Skidders,Timberjack,Skidder
TIMBERKING,Feller Bun,Timberking,Feller Buncher
TIMRICK,Misc. Equi,Timrick,Misc. Equipment
TOHATSU,Engines-Ma,Tohatsu,Engine - Marine
TOHATSU,Tilt & Tri,Tohatsu,Tilt & Trim
638,Aerator,Toro,Aerator
638,Loaders,Toro,Loader
638,Misc. Equi,Toro,Misc. Equipment
638,MowersFair,Toro,Mower - Fairway
638,Mowers - G,Toro,Mower - Greens
638,Mowers - W,Toro,Mower - Walk Behind
638,Mowers - Z,Toro,Mower - Zero Turn
638,Sports Fie,Toro,Sports Field Equipment
638,17,Toro,Sprayer
638,Tractors G,Toro,Tractor - Garden
638,Tractors L,Toro,Tractor - Lawn
638,50,Toro,Utility Vehicle
TOWMOTOR,Lift Truck,Towmotor,Lift Truck
EU TOYOTA,5,Toyota - Europe,Car
EU TOYOTA,6,Toyota - Europe,Truck
EU TOY LCV,Buses,Toyota LCV - Europe,Bus
EU TOY LCV,6,Toyota LCV - Europe,Truck
76,5,Toyota,Car
76,Lift Truck,Toyota,Lift Truck
76,Off-Road &,Toyota,Off-Road & Mining Truck
76,6,Toyota,Truck
76,7,Toyota,Van
805,28,Trackless,Lawn & Garden Tractor
TRACKMOB,Railcar Mover,Trackmobile,Railcar Mover
14,5,Triumph,Car
14,49,Triumph,Street Motorcycle
TROPICAL,Generators,Tropical Diesel Generators,Generator
U.S.,Engines-Ma,U.S.,Engine - Marine
U.S.,Tilt & Tri,U.S.,Tilt & Trim
498,HD TRUCK,UD,Heavy Duty
498,12,UD,Medium Duty
498,2187,UD,Medium/Heavy Truck
UNIVERSAL,Engines-Ma,Universal,Engine - Marine
VM (STABIL,Engines,VM (Stabilimenti Meccanici),Engine Medium Duty
